id,operation,arg1,arg2,result
331,sqrt,0.004000000000000,0.000000000000000,0.063245553203368
332,sin,0.000000000000000,0.000000000000000,0.000000000000000
333,sqrt,0.002000000000000,0.000000000000000,0.044721359549996
334,sin,0.047000000000000,0.000000000000000,0.046982698077775
335,pow,0.048000000000000,1.000000000000000,0.048000000000000
336,sin,0.049000000000000,0.000000000000000,0.048980394187159
337,sqrt,0.044000000000000,0.000000000000000,0.209761769634030
338,sin,0.002000000000000,0.000000000000000,0.001999998666667
339,pow,0.043000000000000,2.000000000000000,0.001849000000000
340,sqrt,0.028000000000000,0.000000000000000,0.167332005306815
341,sin,0.003000000000000,0.000000000000000,0.002999995500002
342,sin,0.038000000000000,0.000000000000000,0.037990855326937
343,pow,0.000000000000000,2.000000000000000,0.000000000000000
344,sin,0.009000000000000,0.000000000000000,0.008999878500492
345,pow,0.001000000000000,2.000000000000000,0.000001000000000
346,sin,0.034000000000000,0.000000000000000,0.033993449711951
347,pow,0.039000000000000,2.000000000000000,0.001521000000000
348,sin,0.015000000000000,0.000000000000000,0.014999437506328
349,sqrt,0.047000000000000,0.000000000000000,0.216794833886788
350,sin,0.029000000000000,0.000000000000000,0.028995935337589
351,sin,0.049000000000000,0.000000000000000,0.048980394187159
352,sqrt,0.014000000000000,0.000000000000000,0.118321595661992
353,sin,0.035000000000000,0.000000000000000,0.034992854604336
354,sqrt,0.029000000000000,0.000000000000000,0.170293863659264
355,sin,0.043000000000000,0.000000000000000,0.042986750058350
356,sqrt,0.035000000000000,0.000000000000000,0.187082869338697
357,sin,0.027000000000000,0.000000000000000,0.026996719619572
358,pow,0.027000000000000,0.000000000000000,1.000000000000000
359,sqrt,0.000000000000000,0.000000000000000,0.000000000000000
360,pow,0.038000000000000,2.000000000000000,0.001444000000000
361,sqrt,0.049000000000000,0.000000000000000,0.221359436211787
362,sin,0.039000000000000,0.000000000000000,0.038990114251841
363,sqrt,0.042000000000000,0.000000000000000,0.204939015319192
364,sin,0.045000000000000,0.000000000000000,0.044984814037660
365,pow,0.017000000000000,1.000000000000000,0.017000000000000
366,sin,0.044000000000000,0.000000000000000,0.043985804040905
367,pow,0.029000000000000,1.000000000000000,0.029000000000000
368,sqrt,0.043000000000000,0.000000000000000,0.207364413533277
369,pow,0.040000000000000,0.000000000000000,1.000000000000000
370,sqrt,0.019000000000000,0.000000000000000,0.137840487520902
371,sin,0.032000000000000,0.000000000000000,0.031994538946280
372,pow,0.026000000000000,2.000000000000000,0.000676000000000
373,sqrt,0.011000000000000,0.000000000000000,0.104880884817015
374,pow,0.010000000000000,0.000000000000000,1.000000000000000
375,sin,0.042000000000000,0.000000000000000,0.041987653089048
376,pow,0.011000000000000,0.000000000000000,1.000000000000000
377,sin,0.009000000000000,0.000000000000000,0.008999878500492
378,sin,0.046000000000000,0.000000000000000,0.045983779049605
379,pow,0.040000000000000,0.000000000000000,1.000000000000000
380,sin,0.017000000000000,0.000000000000000,0.016999181178499
381,pow,0.027000000000000,0.000000000000000,1.000000000000000
382,sqrt,0.023000000000000,0.000000000000000,0.151657508881031
383,pow,0.026000000000000,1.000000000000000,0.026000000000000
384,pow,0.014000000000000,2.000000000000000,0.000196000000000
385,sqrt,0.007000000000000,0.000000000000000,0.083666002653408
386,pow,0.005000000000000,2.000000000000000,0.000025000000000
387,sin,0.040000000000000,0.000000000000000,0.039989334186634
388,sqrt,0.012000000000000,0.000000000000000,0.109544511501033
389,pow,0.036000000000000,1.000000000000000,0.036000000000000
390,sin,0.046000000000000,0.000000000000000,0.045983779049605
391,sqrt,0.026000000000000,0.000000000000000,0.161245154965971
392,pow,0.044000000000000,1.000000000000000,0.044000000000000
393,sqrt,0.028000000000000,0.000000000000000,0.167332005306815
394,sin,0.002000000000000,0.000000000000000,0.001999998666667
395,pow,0.029000000000000,0.000000000000000,1.000000000000000
396,pow,0.020000000000000,0.000000000000000,1.000000000000000
397,pow,0.030000000000000,2.000000000000000,0.000900000000000
398,pow,0.043000000000000,1.000000000000000,0.043000000000000
399,sin,0.047000000000000,0.000000000000000,0.046982698077775
400,pow,0.027000000000000,2.000000000000000,0.000729000000000
401,sqrt,0.040000000000000,0.000000000000000,0.200000000000000
402,pow,0.014000000000000,1.000000000000000,0.014000000000000
403,sin,0.036000000000000,0.000000000000000,0.035992224503869
404,sqrt,0.012000000000000,0.000000000000000,0.109544511501033
405,sqrt,0.010000000000000,0.000000000000000,0.100000000000000
406,sin,0.029000000000000,0.000000000000000,0.028995935337589
407,pow,0.040000000000000,0.000000000000000,1.000000000000000
408,sqrt,0.019000000000000,0.000000000000000,0.137840487520902
409,sin,0.039000000000000,0.000000000000000,0.038990114251841
410,pow,0.024000000000000,2.000000000000000,0.000576000000000
411,sqrt,0.041000000000000,0.000000000000000,0.202484567313166
412,pow,0.033000000000000,0.000000000000000,1.000000000000000
413,pow,0.038000000000000,1.000000000000000,0.038000000000000
414,sqrt,0.038000000000000,0.000000000000000,0.194935886896179
415,sin,0.020000000000000,0.000000000000000,0.019998666693333
416,sqrt,0.006000000000000,0.000000000000000,0.077459666924148
417,sin,0.017000000000000,0.000000000000000,0.016999181178499
418,sqrt,0.006000000000000,0.000000000000000,0.077459666924148
419,sin,0.010000000000000,0.000000000000000,0.009999833334167
420,sqrt,0.049000000000000,0.000000000000000,0.221359436211787
421,sqrt,0.037000000000000,0.000000000000000,0.192353840616713
422,pow,0.020000000000000,1.000000000000000,0.020000000000000
423,sqrt,0.009000000000000,0.000000000000000,0.094868329805051
424,pow,0.017000000000000,0.000000000000000,1.000000000000000
425,pow,0.033000000000000,1.000000000000000,0.033000000000000
426,sin,0.005000000000000,0.000000000000000,0.004999979166693
427,pow,0.008000000000000,2.000000000000000,0.000064000000000
428,sin,0.037000000000000,0.000000000000000,0.036991558411181
429,pow,0.039000000000000,1.000000000000000,0.039000000000000
430,sqrt,0.045000000000000,0.000000000000000,0.212132034355964
431,pow,0.028000000000000,0.000000000000000,1.000000000000000
432,sqrt,0.014000000000000,0.000000000000000,0.118321595661992
433,pow,0.021000000000000,0.000000000000000,1.000000000000000
434,pow,0.000000000000000,1.000000000000000,0.000000000000000
435,sqrt,0.018000000000000,0.000000000000000,0.134164078649987
436,sin,0.007000000000000,0.000000000000000,0.006999942833473
437,pow,0.038000000000000,2.000000000000000,0.001444000000000
438,sqrt,0.024000000000000,0.000000000000000,0.154919333848297
439,pow,0.033000000000000,1.000000000000000,0.033000000000000
440,sin,0.038000000000000,0.000000000000000,0.037990855326937
441,sin,0.020000000000000,0.000000000000000,0.019998666693333
442,pow,0.043000000000000,0.000000000000000,1.000000000000000
443,sin,0.049000000000000,0.000000000000000,0.048980394187159
444,pow,0.017000000000000,1.000000000000000,0.017000000000000
445,sin,0.019000000000000,0.000000000000000,0.018998856853967
446,pow,0.013000000000000,1.000000000000000,0.013000000000000
447,pow,0.023000000000000,1.000000000000000,0.023000000000000
448,sqrt,0.031000000000000,0.000000000000000,0.176068168616590
449,pow,0.031000000000000,1.000000000000000,0.031000000000000
450,sin,0.044000000000000,0.000000000000000,0.043985804040905
451,sqrt,0.032000000000000,0.000000000000000,0.178885438199983
452,pow,0.040000000000000,2.000000000000000,0.001600000000000
453,sin,0.041000000000000,0.000000000000000,0.040988514132096
454,sin,0.007000000000000,0.000000000000000,0.006999942833473
455,sqrt,0.007000000000000,0.000000000000000,0.083666002653408
456,sqrt,0.041000000000000,0.000000000000000,0.202484567313166
457,pow,0.015000000000000,2.000000000000000,0.000225000000000
458,sqrt,0.047000000000000,0.000000000000000,0.216794833886788
459,sqrt,0.001000000000000,0.000000000000000,0.031622776601684
460,sin,0.024000000000000,0.000000000000000,0.023997696066354
461,sin,0.037000000000000,0.000000000000000,0.036991558411181
462,pow,0.031000000000000,1.000000000000000,0.031000000000000
463,sqrt,0.040000000000000,0.000000000000000,0.200000000000000
464,sqrt,0.025000000000000,0.000000000000000,0.158113883008419
465,sin,0.048000000000000,0.000000000000000,0.047981570123250
466,sqrt,0.031000000000000,0.000000000000000,0.176068168616590
467,sin,0.016000000000000,0.000000000000000,0.015999317342071
468,sqrt,0.016000000000000,0.000000000000000,0.126491106406735
469,sqrt,0.002000000000000,0.000000000000000,0.044721359549996
